name;recclass;mass;fall;year;reclat;reclong
Allan Hills 88072;H5;12,33;Found;1988;-76,72315;158,72353
Allan Hills 88073;L/LL3;12,47;Found;1988;-76,68219;159,31165
Allan Hills 88074;H5;12,42;Found;1988;-76,69205;159,29708
Allan Hills 88075;H6;10,9;Found;1988;-76,71667;159,33333
Allan Hills 88076;H5;11,1;Found;1988;-76,71667;159,33333
Allan Hills 88077;H4;11,3;Found;1988;-76,71667;159,33333
Allan Hills 88078;H6;11,47;Found;1988;-76,71667;159,33333
Allan Hills 88079;H5;11,36;Found;1988;-76,71667;159,33333
Allan Hills 88080;H5;11,54;Found;1988;-76,71667;159,33333
Allan Hills 88081;H5;11,14;Found;1988;-76,72249;158,7338
Allan Hills 88082;H5-6;11,43;Found;1988;-76,71667;159,33333
Allan Hills 88083;H4;11,86;Found;1988;-76,69205;159,29708
Allan Hills 88084;L6;11,51;Found;1988;-76,71667;159,33333
Allan Hills 88085;H5;10,15;Found;1988;-76,71667;159,33333
Allan Hills 88086;H5;10,08;Found;1988;-76,71667;159,33333
Allan Hills 88087;H4;10,44;Found;1988;-76,71667;159,33333
Allan Hills 88088;H5;10,5;Found;1988;-76,71667;159,33333
Allan Hills 88089;L6;9,16;Found;1988;-76,71667;159,33333
Allan Hills 88090;H4;9,7;Found;1988;-76,71667;159,33333
Allan Hills 88091;H5;9,36;Found;1988;-76,68789;159,38628
Allan Hills 88092;H5;9,66;Found;1988;-76,71667;159,33333
Allan Hills 88093;H5;8,84;Found;1988;-76,71667;159,33333
Allan Hills 88094;H5;8,27;Found;1988;-76,71667;159,33333
Allan Hills 88095;H5;8,45;Found;1988;-76,69458;159,28725
Allan Hills 88097;H6;8,33;Found;1988;-76,71667;159,33333
Allan Hills 88098;L/LL3;8,51;Found;1988;-76,68231;159,31165
Allan Hills 88099;H5;8,62;Found;1988;-76,71667;159,33333
Allan Hills 88100;H5;8,49;Found;1988;-76,71667;159,33333
Allan Hills 88101;H5-6;8,16;Found;1988;-76,71667;159,33333
Allan Hills 88102;Howardite;8,33;Found;1988;-76,71667;159,33333
Allan Hills 88103;H5;6,88;Found;1988;-76,71667;159,33333
Allan Hills 88104;H5;7,09;Found;1988;-76,71667;159,33333
Allan Hills 88105;L3;7,38;Found;1988;-76,71667;159,33333
Allan Hills 88106;H4;7,22;Found;1988;-76,71667;159,33333
Allan Hills 88107;H5;7,11;Found;1988;-76,71667;159,33333
Allan Hills 88108;H6;7,12;Found;1988;-76,71667;159,33333
Allan Hills 88109;L6;7,19;Found;1988;-76,71667;159,33333
Allan Hills 88110;H5;8,3;Found;1988;-76,71667;159,33333
Allan Hills 88111;H5;6,94;Found;1988;-76,71667;159,33333
Allan Hills 88112;H5;6,02;Found;1988;-76,71667;159,33333
Allan Hills 88113;H5;5,84;Found;1988;-76,71667;159,33333
Allan Hills 88114;H4;6,42;Found;1988;-76,71667;159,33333
Allan Hills 88115;H5;6,03;Found;1988;-76,71667;159,33333
Allan Hills 88116;H5;6,74;Found;1988;-76,71667;159,33333
Allan Hills 88117;H6;5,16;Found;1988;-76,71667;159,33333
Allan Hills 88118;H6;5,72;Found;1988;-76,71667;159,33333
Allan Hills 88119;H7;5,06;Found;1988;-76,69458;159,28725
Allan Hills 88124;H5;5,39;Found;1988;-76,68052;159,32969
Allan Hills 88129;L/LL3;4,68;Found;1988;-76,69458;159,28725
Allan Hills 88135;Howardite;4,75;Found;1988;-76,69106;159,28169
Allan Hills 88148;H5;2,4;Found;1988;-76,69341;159,40893
Allan Hills 88149;H5;2,76;Found;1988;-76,71086;159,15038
Allan Hills 88155;H5;2,44;Found;1988;-76,71086;159,15038
Allan Hills 88159;H4;2,12;Found;1988;-76,71086;159,15038
Allan Hills 90400;L6;36,3;Found;1990;-76,73561;159,37968
Allan Hills 90401;LL6;274,1;Found;1990;-76,72511;159,19525
Allan Hills 90402;H5;1,7;Found;1990;-76,70085;159,39389
Allan Hills 90403;H5;38,6;Found;1990;-76,7232;159,27343
Allan Hills 90404;L6;36,6;Found;1990;-76,72984;159,21444
Allan Hills 90405;L4;210,4;Found;1990;-76,73758;159,40921
Allan Hills 90406;H5;6,8;Found;1990;-76,9512;156,93593
Allan Hills 90407;CM2;0,6;Found;1990;-76,95444;156,93741
Allan Hills 90408;H5;9;Found;1990;-76,96706;156,90663
Allan Hills 90409;L6;0,8;Found;1990;-76,97131;156,90059
Allan Hills 90410;H5;20,1;Found;1990;-76,97765;156,92485
Allan Hills 90411;L3.7;5836,5;Found;1990;-76,98079;156,93013
Allan Hills 90412;H5;6,3;Found;1990;-77,01668;156,92231
Allan Hills 90413;H5;54,8;Found;1990;-77,01544;156,93008
Allan Hills 90414;H5;15,6;Found;1990;-77,02314;156,98036
Allan Hills 94001;L/LL4;196,5;Found;1994;-76,71667;159,66667
Allan Hills 94002;L6;8,9;Found;1994;-76,71667;159,66667
Allan Hills 94003;H5;90,2;Found;1994;-76,71667;159,66667
Allan Hills 94004;H5;5,6;Found;1994;-76,71667;159,66667
Allan Hills 94005;H5;8,2;Found;1994;-76,71667;159,66667
Allan Hills 94006;H6;13,5;Found;1994;-76,71667;159,66667
Allan Hills 94007;L3.4;1,2;Found;1994;-76,71667;159,66667
Allan Hills 94008;H6;6,3;Found;1994;-76,71667;159,66667
Allan Hills 94009;L6;25,3;Found;1994;-76,71667;159,66667
Allan Hills 94010;L6;8;Found;1994;-76,71667;159,66667
Allan Hills 94011;L6;2,4;Found;1994;-76,71667;159,66667
Allan Hills 94012;L4;9;Found;1994;-76,71667;159,66667
Allan Hills 94013;L6;10,6;Found;1994;-76,71667;159,66667
Allan Hills 94014;L6;22,9;Found;1994;-76,71667;159,66667
Allan Hills 94015;L6;8,1;Found;1994;-76,71667;159,66667
Allan Hills 94016;L6;9,8;Found;1994;-76,71667;159,66667
Allan Hills 94017;L6;9,6;Found;1994;-76,71667;159,66667
Allan Hills 94018;L6;36,3;Found;1994;-76,71667;159,66667
Allan Hills 94019;L6;6,1;Found;1994;-76,71667;159,66667
Allan Hills 94020;L6;14,3;Found;1994;-76,71667;159,66667
Allan Hills 95100;L6;19,3;Found;1995;-76,71667;159,66667
Allan Hills 95101;L6;12,2;Found;1995;-76,71667;159,66667
Allan Hills 95102;L6;7;Found;1995;-76,71667;159,66667
Allan Hills 95103;L6;12,9;Found;1995;-76,71667;159,66667
Allan Hills 95104;H5;1,5;Found;1995;-76,71667;159,66667
Allan Hills 95105;H5;1,1;Found;1995;-76,71667;159,66667
Allan Hills 95106;H5;1,4;Found;1995;-76,71667;159,66667
Allan Hills 95107;L6;26,2;Found;1995;-76,71667;159,66667
Allan Hills 95108;H6;8,7;Found;1995;-76,71667;159,66667
Allan Hills 95109;L6;20,3;Found;1995;-76,71667;159,66667
Allan Hills 97100;L6;342,8;Found;1997;-76,71667;159,66667
Allan Hills 97101;H5;222,4;Found;1997;-76,71667;159,66667
Allan Hills 97102;H5;190,3;Found;1997;-76,71667;159,66667
Allan Hills 97103;H6;83,3;Found;1997;-76,71667;159,66667
Allan Hills 97104;H6;67,1;Found;1997;-76,71667;159,66667
Allan Hills 97105;H6;17,8;Found;1997;-76,71667;159,66667
Allan Hills 97106;H6;15,3;Found;1997;-76,71667;159,66667
Allan Hills 97107;H5;44,1;Found;1997;-76,71667;159,66667
Allan Hills 97108;H6;60,1;Found;1997;-76,71667;159,66667
Allan Hills 97109;H6;33,4;Found;1997;-76,71667;159,66667
Allan Hills 97110;H5;3,6;Found;1997;-76,71667;159,66667
Allan Hills 97111;H5;8,9;Found;1997;-76,71667;159,66667
Allan Hills 99101;LL3;103,4;Found;2000;-76,76098;159,45252
Allan Hills 99500;CM2;13,6;Found;1999;-76,71667;159,66667
Allan Hills 99501;H6;20,3;Found;1999;-76,71667;159,66667
Allan Hills 99502;L5;13,7;Found;1999;-76,71667;159,66667
Allan Hills 99503;H4;36,1;Found;1999;-76,71667;159,66667
Allan Hills 99504;H6;186;Found;1999;-76,71667;159,66667
Allan Hills 99505;H6;453,6;Found;1999;-76,71667;159,66667
Allan Hills 99506;H5;1009,2;Found;1999;-76,71667;159,66667
Allan Hills A76001;L6;20151;Found;1976;-76,75;159,33333
Allan Hills A76002;Iron, IAB-MG;1510;Found;1976;-76,71667;159,66667
Allan Hills A76003;L6;10495;Found;1976;-76,71667;159,66667
Allan Hills A76004;LL3.3;305;Found;1976;-76,71667;159,66667
Allan Hills A76005;Eucrite-pmict;1425;Found;1976;-76,71667;159,66667
Allan Hills A76006;H6;1137;Found;1976;-76,71667;159,66667
Allan Hills A76007;L6;410;Found;1976;-76,71667;159,66667
Allan Hills A76008;H6;1150;Found;1976;-76,71667;159,66667
Allan Hills A76009;L6;407000;Found;1976;-76,71667;159,66667
Allan Hills A77001;L6;252;Found;1977;-76,75;159,33333
Allan Hills A77002;L5;235,2;Found;1977;-76,71667;159,66667
Allan Hills A77003;CO3.6;779,6;Found;1977;-76,71667;159,66667
Allan Hills A77004;H4;2230;Found;1977;-76,71667;159,66667
Allan Hills A77005;Martian (shergottite);482,5;Found;1977;-76,71667;159,66667
Allan Hills A77007;H5;99,3;Found;1977;-76,71667;159,66667
Allan Hills A77008;L6;93;Found;1977;-76,71667;159,66667
Allan Hills A77009;H4;235,5;Found;1977;-76,71667;159,66667
Allan Hills A77010;H4;295,8;Found;1977;-76,71667;159,66667
Allan Hills A77011;L3.5;291,5;Found;1977;-76,71667;159,66667
Allan Hills A77012;H5;180,2;Found;1977;-76,71667;159,66667
Allan Hills A77013;L3.6;23;Found;1977;-76,71667;159,66667
Allan Hills A77014;H5;308,8;Found;1977;-76,71667;159,66667
Allan Hills A77015;L3.5;411,1;Found;1977;-76,71667;159,66667
Allan Hills A77016;H5;78,3;Found;1977;-76,71667;159,66667
Allan Hills A77017;H5;77,9;Found;1977;-76,71667;159,66667
Allan Hills A77018;H5;51,8;Found;1977;-76,71667;159,66667
Allan Hills A77019;L6;59,8;Found;1977;-76,71667;159,66667
Allan Hills A77021;H5;16,7;Found;1977;-76,71667;159,66667
Allan Hills A77022;H5;16;Found;1977;-76,71667;159,66667
Allan Hills A77023;H5;21,4;Found;1977;-76,71667;159,66667
Allan Hills A77024;H4;10,75;Found;1977;-76,71667;159,66667
Allan Hills A77025;H5;19,4;Found;1977;-76,71667;159,66667
Allan Hills A77026;L6;20,3;Found;1977;-76,71667;159,66667
Allan Hills A77027;L6;3,7;Found;1977;-76,71667;159,66667
Allan Hills A77028;L6;0,53;Found;1977;-76,71667;159,66667
Allan Hills A77029;CO3.4;1,4;Found;1977;-76,71667;159,66667
Allan Hills A77030;H4/5;0,8;Found;1977;-76,71667;159,66667
Allan Hills A77031;L3.5;0,5;Found;1977;-76,71667;159,66667
Allan Hills A77032;L3;6,74;Found;1977;-76,71667;159,66667
Allan Hills A77033;L3.5;9,3;Found;1977;-76,71667;159,66667
Allan Hills A77034;L3.5;1,8;Found;1977;-76,71667;159,66667
Allan Hills A77035;L(?)3;1,67;Found;1977;-76,71667;159,66667
Allan Hills A77036;L3.5;8,5;Found;1977;-76,71667;159,66667
Allan Hills A77037;H5;2,33;Found;1977;-76,71667;159,66667
Allan Hills A77038;H5;18,8;Found;1977;-76,71667;159,66667
Allan Hills A77039;H5;8,2;Found;1977;-76,71667;159,66667
Allan Hills A77040;L3;2,3;Found;1977;-76,71667;159,66667
Allan Hills A77041;LL6;16,6;Found;1977;-76,71667;159,66667
Allan Hills A77042;H5;20,4;Found;1977;-76,71667;159,66667
Allan Hills A77043;L3.5;11,4;Found;1977;-76,71667;159,66667
Allan Hills A77044;H4;12,25;Found;1977;-76,71667;159,66667
Allan Hills A77045;H5;17,9;Found;1977;-76,71667;159,66667
Allan Hills A77046;H6;7,6;Found;1977;-76,71667;159,66667
Allan Hills A77047;L3.5;20,5;Found;1977;-76,71667;159,66667
Allan Hills A77048;L/LL3;14,93;Found;1977;-76,71667;159,66667
Allan Hills A77049;L3.5;7,3;Found;1977;-76,71667;159,66667
Allan Hills A77050;L3.6;84,2;Found;1977;-76,71667;159,66667
Allan Hills A77051;H5;15;Found;1977;-76,71667;159,66667
Allan Hills A77052;L3.5;112,2;Found;1977;-76,71667;159,66667
Allan Hills A77053;H6;13,05;Found;1977;-76,71667;159,66667
Allan Hills A77054;H5;10,4;Found;1977;-76,71667;159,66667
Allan Hills A77055;H4/5;5,07;Found;1977;-76,71667;159,66667
Allan Hills A77056;H4;12,3;Found;1977;-76,71667;159,66667
Allan Hills A77057;H4;3,03;Found;1977;-76,71667;159,66667
Allan Hills A77058;H5;3,7;Found;1977;-76,71667;159,66667
Allan Hills A77059;H4;6,44;Found;1977;-76,71667;159,66667
Allan Hills A77060;LL5;64,4;Found;1977;-76,71667;159,66667
Allan Hills A77061;H5;12,6;Found;1977;-76,71667;159,66667
Allan Hills A77062;H5;16,7;Found;1977;-76,71667;159,66667
Allan Hills A77063;H5;2,9;Found;1977;-76,71667;159,66667
Allan Hills A77064;H5;6,5;Found;1977;-76,71667;159,66667
Allan Hills A77065;H5;2,65;Found;1977;-76,71667;159,66667
Allan Hills A77066;H5;4,9;Found;1977;-76,71667;159,66667
Allan Hills A77067;H4;4,09;Found;1977;-76,71667;159,66667
Allan Hills A77069;L6;0,8;Found;1977;-76,71667;159,66667
Allan Hills A77070;H5;18,4;Found;1977;-76,71667;159,66667
Allan Hills A77071;H5;10,9;Found;1977;-76,71667;159,66667
Allan Hills A77072;H4;0,27;Found;1977;-76,71667;159,66667
Allan Hills A77073;H5;10,1;Found;1977;-76,71667;159,66667
Allan Hills A77074;H5;12,1;Found;1977;-76,71667;159,66667
Allan Hills A77075;L/LL3;1,2;Found;1977;-76,71667;159,66667
Allan Hills A77076;H5;1,7;Found;1977;-76,71667;159,66667
Allan Hills A77077;H4;13,73;Found;1977;-76,71667;159,66667
Allan Hills A77078;H5;24,1;Found;1977;-76,71667;159,66667
Allan Hills A77079;H5;7,8;Found;1977;-76,71667;159,66667
Allan Hills A77080;L3;1,14;Found;1977;-76,71667;159,66667
Allan Hills A77081;Acapulcoite;8,6;Found;1977;-76,71667;159,66667
Allan Hills A77082;H5;12;Found;1977;-76,71667;159,66667
Allan Hills A77083;H4;9,07;Found;1977;-76,71667;159,66667
Allan Hills A77084;H5;44,1;Found;1977;-76,71667;159,66667
Allan Hills A77085;H5;45,9;Found;1977;-76,71667;159,66667
Allan Hills A77086;H5;19,4;Found;1977;-76,71667;159,66667
Allan Hills A77087;H5;30,7;Found;1977;-76,71667;159,66667
Allan Hills A77088;H5;51,2;Found;1977;-76,71667;159,66667
Allan Hills A77089;L6;7,8;Found;1977;-76,71667;159,66667
Allan Hills A77090;H4/5;9,54;Found;1977;-76,71667;159,66667
Allan Hills A77091;H5;4,2;Found;1977;-76,71667;159,66667
Allan Hills A77092;H5;45;Found;1977;-76,71667;159,66667
Allan Hills A77093;H4/5;9,05;Found;1977;-76,71667;159,66667
Allan Hills A77094;H5;6,6;Found;1977;-76,71667;159,66667
Allan Hills A77095;H4;4,47;Found;1977;-76,71667;159,66667
Allan Hills A77096;H5;2,5;Found;1977;-76,71667;159,66667
Allan Hills A77097;H4/5;1,36;Found;1977;-76,71667;159,66667
Allan Hills A77098;H5;8;Found;1977;-76,71667;159,66667
Allan Hills A77099;H4;4,98;Found;1977;-76,71667;159,66667
Allan Hills A77100;H5;18,2;Found;1977;-76,71667;159,66667
Allan Hills A77101;H5;3,8;Found;1977;-76,71667;159,66667
Allan Hills A77102;H5;12,3;Found;1977;-76,71667;159,66667
Allan Hills A77103;H5;4,13;Found;1977;-76,71667;159,66667
Allan Hills A77104;H5;6,3;Found;1977;-76,71667;159,66667
Allan Hills A77105;H4/5;3,44;Found;1977;-76,71667;159,66667
Allan Hills A77106;H5;7,8;Found;1977;-76,71667;159,66667
Allan Hills A77107;H5;4,71;Found;1977;-76,71667;159,66667
Allan Hills A77108;H5;0,7;Found;1977;-76,71667;159,66667
Allan Hills A77111;H6;52,3;Found;1977;-76,71667;159,66667
Allan Hills A77112;H5;21,7;Found;1977;-76,71667;159,66667
Allan Hills A77113;H5;2;Found;1977;-76,71667;159,66667
Allan Hills A77114;H5;44,5;Found;1977;-76,71667;159,66667
Allan Hills A77115;L3.5;154,4;Found;1977;-76,71667;159,66667
Allan Hills A77116;H5;7,04;Found;1977;-76,71667;159,66667
Allan Hills A77117;L5;20,8;Found;1977;-76,71667;159,66667
Allan Hills A77118;H5;7,8;Found;1977;-76,71667;159,66667
Allan Hills A77119;H5;6,4;Found;1977;-76,71667;159,66667
Allan Hills A77120;H5;3,9;Found;1977;-76,71667;159,66667
Allan Hills A77121;H5;4,48;Found;1977;-76,71667;159,66667
Allan Hills A77122;H5;4,6;Found;1977;-76,71667;159,66667
Allan Hills A77123;H5;3,46;Found;1977;-76,71667;159,66667
Allan Hills A77124;H5;4,4;Found;1977;-76,71667;159,66667
Allan Hills A77125;H5;18,7;Found;1977;-76,71667;159,66667
Allan Hills A77126;H5;25,2;Found;1977;-76,71667;159,66667
Allan Hills A77127;L5;3,8;Found;1977;-76,71667;159,66667
Allan Hills A77128;H5;3,77;Found;1977;-76,71667;159,66667
Allan Hills A77129;H5;1,7;Found;1977;-76,71667;159,66667
Allan Hills A77130;H5;24,8;Found;1977;-76,71667;159,66667
Allan Hills A77131;H6;25,9;Found;1977;-76,71667;159,66667
Allan Hills A77132;H5;115,4;Found;1977;-76,71667;159,66667
Allan Hills A77133;H6;18,7;Found;1977;-76,71667;159,66667
Allan Hills A77134;H6;19,1;Found;1977;-76,71667;159,66667
Allan Hills A77135;H5;3,23;Found;1977;-76,71667;159,66667
Allan Hills A77136;H5;3,6;Found;1977;-76,71667;159,66667
Allan Hills A77137;H5;5,13;Found;1977;-76,71667;159,66667
Allan Hills A77138;H5;2,1;Found;1977;-76,71667;159,66667
Allan Hills A77139;H5;65,9;Found;1977;-76,71667;159,66667
Allan Hills A77140;L3.5;78,6;Found;1977;-76,71667;159,66667
Allan Hills A77141;H4;11,2;Found;1977;-76,71667;159,66667
Allan Hills A77142;H5;3,1;Found;1977;-76,71667;159,66667
Allan Hills A77143;H5;39;Found;1977;-76,71667;159,66667
Allan Hills A77144;H6;7,9;Found;1977;-76,71667;159,66667
Allan Hills A77145;H5;14,22;Found;1977;-76,71667;159,66667
Allan Hills A77146;H6;18,2;Found;1977;-76,71667;159,66667
Allan Hills A77147;H6;18,7;Found;1977;-76,71667;159,66667
Allan Hills A77148;H6;13,1;Found;1977;-76,71667;159,66667
Allan Hills A77149;H6;25,6;Found;1977;-76,71667;159,66667
Allan Hills A77150;L6;58,3;Found;1977;-76,71667;159,66667
Allan Hills A77151;H5;16,9;Found;1977;-76,71667;159,66667
Allan Hills A77152;H5;17,8;Found;1977;-76,71667;159,66667
Allan Hills A77153;H5;12;Found;1977;-76,71667;159,66667
Allan Hills A77154;H5;5,21;Found;1977;-76,71667;159,66667
Allan Hills A77155;L6;305,3;Found;1977;-76,71667;159,66667
Allan Hills A77156;EH3;17,7;Found;1977;-76,71667;159,66667
Allan Hills A77157;H6;88,3;Found;1977;-76,71667;159,66667
Allan Hills A77158;H5;19,9;Found;1977;-76,71667;159,66667
Allan Hills A77159;L6;17;Found;1977;-76,71667;159,66667
Allan Hills A77160;L3.5;70,42;Found;1977;-76,71667;159,66667
Allan Hills A77161;H5;6,1;Found;1977;-76,71667;159,66667
Allan Hills A77162;L6;29;Found;1977;-76,71667;159,66667
Allan Hills A77163;L3.5;24,3;Found;1977;-76,71667;159,66667
Allan Hills A77164;L3.5;38,14;Found;1977;-76,71667;159,66667
Allan Hills A77165;L3.5;30,5;Found;1977;-76,71667;159,66667
Allan Hills A77166;L3.5;138,8;Found;1977;-76,71667;159,66667
Allan Hills A77167;L3.4;611,2;Found;1977;-76,71667;159,66667
Allan Hills A77168;H5;24,7;Found;1977;-76,71667;159,66667
Allan Hills A77169;L6;7,34;Found;1977;-76,71667;159,66667
Allan Hills A77170;L3.5;12,2;Found;1977;-76,71667;159,66667
Allan Hills A77171;H5;23,8;Found;1977;-76,71667;159,66667
Allan Hills A77172;H4;6,42;Found;1977;-76,71667;159,66667
Allan Hills A77173;H5;25,8;Found;1977;-76,71667;159,66667
Allan Hills A77174;H5;32,4;Found;1977;-76,71667;159,66667
Allan Hills A77175;L3.5;23,3;Found;1977;-76,71667;159,66667
Allan Hills A77176;L3.2;55,4;Found;1977;-76,71667;159,66667
Allan Hills A77177;H5;368,2;Found;1977;-76,71667;159,66667
Allan Hills A77178;L3.5;5,7;Found;1977;-76,71667;159,66667
Allan Hills A77179;H5;9,18;Found;1977;-76,71667;159,66667
Allan Hills A77180;L6;190,8;Found;1977;-76,71667;159,66667
Allan Hills A77181;H5;33;Found;1977;-76,71667;159,66667
Allan Hills A77182;H5;1134,7;Found;1977;-76,71667;159,66667
Allan Hills A77183;H6;288;Found;1977;-76,71667;159,66667
Allan Hills A77184;H5;127,6;Found;1977;-76,71667;159,66667
Allan Hills A77185;L3.5;28;Found;1977;-76,71667;159,66667
Allan Hills A77186;H5;122,4;Found;1977;-76,71667;159,66667
Allan Hills A77187;H5;52,2;Found;1977;-76,71667;159,66667
Allan Hills A77188;H5;109;Found;1977;-76,71667;159,66667
Allan Hills A77190;H4;387,1;Found;1977;-76,71667;159,66667
Allan Hills A77191;H4;642,2;Found;1977;-76,71667;159,66667
Allan Hills A77192;H4;845,3;Found;1977;-76,71667;159,66667
Allan Hills A77193;H5;6,7;Found;1977;-76,71667;159,66667
Allan Hills A77194;H5;10,94;Found;1977;-76,71667;159,66667
Allan Hills A77195;H5;4,7;Found;1977;-76,71667;159,66667
Allan Hills A77196;L6;5,15;Found;1977;-76,71667;159,66667
Allan Hills A77197;L3.7;20,3;Found;1977;-76,71667;159,66667
Allan Hills A77198;L6;7,3;Found;1977;-76,71667;159,66667
Allan Hills A77199;H5;3,13;Found;1977;-76,71667;159,66667
Allan Hills A77200;H6;0,9;Found;1977;-76,71667;159,66667
Allan Hills A77201;H5;15;Found;1977;-76,71667;159,66667
Allan Hills A77202;H5;2,7;Found;1977;-76,71667;159,66667
Allan Hills A77203;H4;6,82;Found;1977;-76,71667;159,66667
Allan Hills A77204;H4;5,61;Found;1977;-76,71667;159,66667
Allan Hills A77205;H5;3,1;Found;1977;-76,71667;159,66667
Allan Hills A77206;H5;4,36;Found;1977;-76,71667;159,66667
Allan Hills A77207;H5;4,9;Found;1977;-76,71667;159,66667
Allan Hills A77208;H4;1733;Found;1977;-76,71667;159,66667
Allan Hills A77209;H6;31,8;Found;1977;-76,71667;159,66667
Allan Hills A77210;H6;5,93;Found;1977;-76,71667;159,66667
Allan Hills A77211;L3.5;26,7;Found;1977;-76,71667;159,66667
Allan Hills A77212;H6;16,8;Found;1977;-76,71667;159,66667
Allan Hills A77213;H5;8,4;Found;1977;-76,71667;159,66667
Allan Hills A77214;L3.4;2111;Found;1977;-76,71667;159,66667
Allan Hills A77215;L3.8;819,6;Found;1977;-76,71667;159,66667
Allan Hills A77216;L3.7-3.9;1470;Found;1977;-76,71667;159,66667
Allan Hills A77217;L3;413,2;Found;1977;-76,71667;159,66667
Allan Hills A77218;L5;45,1;Found;1977;-76,71667;159,66667
Allan Hills A77219;Mesosiderite-B1;637,1;Found;1977;-76,71667;159,66667
Allan Hills A77220;H5;69,1;Found;1977;-76,71667;159,66667
Allan Hills A77221;H4;229,2;Found;1977;-76,71667;159,66667
Allan Hills A77222;H4;125,4;Found;1977;-76,71667;159,66667
Allan Hills A77223;H4;207,9;Found;1977;-76,71667;159,66667
Allan Hills A77224;H4;786,9;Found;1977;-76,71667;159,66667
Allan Hills A77225;H4;5878;Found;1977;-76,71667;159,66667
Allan Hills A77226;H4;15323;Found;1977;-76,71667;159,66667
Allan Hills A77227;H5;16;Found;1977;-76,71667;159,66667
Allan Hills A77228;H5;19,3;Found;1977;-76,71667;159,66667
Allan Hills A77229;H5;12,47;Found;1977;-76,71667;159,66667
Allan Hills A77230;L4;2473;Found;1977;-76,71667;159,66667
Allan Hills A77231;L6;9270;Found;1977;-76,71667;159,66667
Allan Hills A77232;H4;6494,3;Found;1977;-76,71667;159,66667
Allan Hills A77233;H4;4087;Found;1977;-76,71667;159,66667
Allan Hills A77235;H5;4,9;Found;1977;-76,71667;159,66667
Allan Hills A77236;H5;6,91;Found;1977;-76,71667;159,66667
Allan Hills A77237;H5;4,1;Found;1977;-76,71667;159,66667
Allan Hills A77238;H6;5,83;Found;1977;-76,71667;159,66667
Allan Hills A77239;H6;19;Found;1977;-76,71667;159,66667
Allan Hills A77240;H5;25,1;Found;1977;-76,71667;159,66667
Allan Hills A77241;L3.5;144,1;Found;1977;-76,71667;159,66667
Allan Hills A77242;H5;56,5;Found;1977;-76,71667;159,66667
Allan Hills A77243;H5;9,22;Found;1977;-76,71667;159,66667
Allan Hills A77244;L3.5;39,5;Found;1977;-76,71667;159,66667
Allan Hills A77245;H5;33,4;Found;1977;-76,71667;159,66667
Allan Hills A77246;H6;41,6;Found;1977;-76,71667;159,66667
Allan Hills A77247;H5;44,3;Found;1977;-76,71667;159,66667
Allan Hills A77248;H6;96,1;Found;1977;-76,71667;159,66667
Allan Hills A77249;L3.5;503,6;Found;1977;-76,71667;159,66667
Allan Hills A77250;Iron, IAB-MG;10555;Found;1977;-76,71667;159,66667
Allan Hills A77251;L6;68,8;Found;1977;-76,71667;159,66667
Allan Hills A77252;L3-6;343,1;Found;1977;-76,71667;159,66667
Allan Hills A77253;H5;23,6;Found;1977;-76,71667;159,66667
Allan Hills A77254;L5;245,8;Found;1977;-76,71667;159,66667
Allan Hills A77255;Iron, ungrouped;765,1;Found;1977;-76,71667;159,66667
Allan Hills A77256;Diogenite;676,2;Found;1977;-76,71667;159,66667
Allan Hills A77257;Ureilite;1995,7;Found;1977;-76,71667;159,66667
Allan Hills A77258;H6;597,3;Found;1977;-76,71667;159,66667
Allan Hills A77259;H5;294;Found;1977;-76,71667;159,66667
Allan Hills A77260;L3.5;744,3;Found;1977;-76,71667;159,66667
Allan Hills A77261;L6;411,7;Found;1977;-76,71667;159,66667
Allan Hills A77262;H4;861,5;Found;1977;-76,71667;159,66667
Allan Hills A77263;Iron, IAB-MG;1669;Found;1977;-76,71667;159,66667
Allan Hills A77264;H5;11;Found;1977;-76,71667;159,66667
Allan Hills A77265;H5;18,3;Found;1977;-76,71667;159,66667
Allan Hills A77266;H5;108,4;Found;1977;-76,71667;159,66667
Allan Hills A77267;L5;103,5;Found;1977;-76,71667;159,66667
Allan Hills A77268;H5;272;Found;1977;-76,71667;159,66667
Allan Hills A77269;L6;1045;Found;1977;-76,71667;159,66667
Allan Hills A77270;L6;588,9;Found;1977;-76,71667;159,66667
Allan Hills A77271;H6;609,5;Found;1977;-76,71667;159,66667
Allan Hills A77272;L6;674,1;Found;1977;-76,71667;159,66667
Allan Hills A77273;L6;492;Found;1977;-76,71667;159,66667
Allan Hills A77274;H5;288,1;Found;1977;-76,71667;159,66667
Allan Hills A77275;H5;24,9;Found;1977;-76,71667;159,66667
Allan Hills A77277;L6;142,7;Found;1977;-76,71667;159,66667
Allan Hills A77278;LL3.7;312,9;Found;1977;-76,71667;159,66667
Allan Hills A77279;H5;174,5;Found;1977;-76,71667;159,66667
Allan Hills A77280;L6;3226;Found;1977;-76,71667;159,66667
Allan Hills A77281;L6;1231;Found;1977;-76,71667;159,66667
Allan Hills A77282;L6;4127,1;Found;1977;-76,71667;159,66667
Allan Hills A77283;Iron, IAB-MG;10510;Found;1977;-76,71667;159,66667
Allan Hills A77284;L6;376,2;Found;1977;-76,71667;159,66667
Allan Hills A77285;H6;271,1;Found;1977;-76,71667;159,66667
Allan Hills A77286;H4;245,8;Found;1977;-76,71667;159,66667
Allan Hills A77287;H5;230,1;Found;1977;-76,71667;159,66667
