name;recclass;mass;fall;year;reclat;reclong
Colville Lake 002;H5;100;Found;1986;-29,785;126,58833
Comanche (iron);Iron, IAB-sLL;19700;Found;1940;32,01667;-98,7
Comanche (stone);L5;2400;Found;1956;31,99167;-98,65167
Commodore;H6;304,3;Found;1972;-31,2;138,3
Conception Junction;Pallasite, PMG-an;17000;Found;2006;40,266667;-94,683333
Concho;L6;93500;Found;1939;32;-101,5
Contis-Plage;H5;44;Found;2000;44,08333;-1,31667
Cook;Unknown;;Found;;;
Cook 001;H5;105000;Found;1989;-30,33333;130,53333
Cook 002;L4;61;Found;1989;-30,25;130,66667
Cook 003;CK4;1536,9;Found;1986;-30,31833;129,06333
Cook 004;H4;149;Found;1991;-30,70167;130,45611
Cook 005;L/LL3;97;Found;1990;-30,24833;130,54083
Cook 006;L4;41,8;Found;1991;-30,50683;130,404
Cook 007;H4;100000;Found;1989;-30,61667;130,41667
Cook 009;H4;84,2;Found;1991;-30,50683;130,404
Cook 010;H5;35,4;Found;1991;-30,16967;130,70533
Cook 011;L3-5;471;Found;1991;-30,23433;130,60067
Cook 012;H4;6,6;Found;2010;-30,91378;130,90386
Cook 013;H6;46,8;Found;2010;-30,94775;130,90858
Cookeville;Iron, IAB-ung;2300;Found;1913;36,16667;-85,51667
Coolac;Iron, IAB-MG;19280;Found;1874;-34,96667;148,125
Coolamon;L6;393;Found;1921;-34,81667;147,13333
Coolidge;C4-ung;4500;Found;1937;38,03333;-101,98333
Coomandook;H6;5230;Found;1939;-35,41667;139,75
Coon Butte;L6;2750;Found;1905;35;-111
Coonana;H4;6800;Found;1962;-29,85;140,7
Coopertown;Iron, IIIE;16800;Found;1860;36,43333;-87
Coorara;L6;116,7;Found;1966;-30,45;126,1
Cope;H5;12000;Found;1934;39,66667;-102,83333
Cope (b);H5;817;Found;1967;39,68333;-102,845
Copiapo;Iron, IAB-MG;20000;Found;1863;-27,3;-70,4
Cordes;H4;54,5;Found;1998;34,30333;-112,16617
Corn;H5;5176;Found;1994;35,405;-98,74889
Coronel Arnold;L;450;Found;1962;-33,06667;-61
Corowa;Iron, IIF;11340;Found;1964;-36;146,36667
Correo;H4;1400;Found;1979;34,95;-107,16667
Corrizatillo;Iron, IAB complex;1328;Found;1884;-26,03333;-70,33333
Cortez;H6;715,6;Found;1940;37,35;-108,68333
Cosby's Creek;Iron, IAB-MG;960000;Found;1837;35,78333;-83,25
Cosmo Newberry;Iron, IIAB;2156;Found;1980;-27,95;122,88333
Costilla Peak;Iron, IIIAB;35500;Found;1881;36,83333;-105,23333
Cotesfield;L6;1160;Found;1928;41,36667;-98,63333
Cotopaxi;Iron, IAB-ung;243;Found;2000;38,46483;-105,7015
Cottonwood;H5;800;Found;1955;34,83333;-112,01667
Covert;H5;61000;Found;1896;39,2;-98,78333
Cowell;Iron, IIIAB;5717;Found;1932;-33,3;136,01667
Cowra;Iron, ungrouped;5560;Found;1888;-33,85;148,68333
Coyote Dry Lake 001;H5;338;Found;1995;35,05017;-116,76683
Coyote Dry Lake 002;H5-6;106,7;Found;1998;35,04753;-116,73092
Coyote Dry Lake 003;H5;255,72;Found;1998;35,08808;-116,75398
Coyote Dry Lake 024;H5;2430;Found;1999;35,0715;-116,77205
Coyote Dry Lake 033;H5;5220;Found;1999;35,05605;-116,7763
Coyote Dry Lake 040;H4;344;Found;1999;35,09373;-116,76343
Coyote Dry Lake 054;H5;392,8;Found;1999;35,07667;-116,74667
Coyote Dry Lake 061;H5;2134;Found;1999;35,05242;-116,7667
Coyote Dry Lake 063;H4;67,61;Found;1999;35,05878;-116,773
Coyote Dry Lake 064;H5;1364,31;Found;1999;35,05817;-116,7743
Coyote Dry Lake 067;L6;412,05;Found;1999;35,03815;-116,7531
Coyote Dry Lake 080;H5;278,1;Found;1999;35,07402;-116,76117
Coyote Dry Lake 105;H5;61,5;Found;1999;35,05073;-116,76698
Coyote Dry Lake 110;H4;68,02;Found;1999;35,04625;-116,73547
Coyote Dry Lake 115;H5-6;1369;Found;1999;35,05865;-116,76872
Coyote Dry Lake 116;H6;4,4;Found;1999;35,05847;-116,769
Coyote Dry Lake 117;H3;162;Found;1999;35,0501;-116,74443
Coyote Dry Lake 119;H5;3,2;Found;1999;35,03815;-116,7531
Coyote Dry Lake 120;H5;18,5;Found;1999;35,05893;-116,76872
Coyote Dry Lake 121;H4;14,2;Found;1999;35,05947;-116,7685
Coyote Dry Lake 129;H5;140;Found;2000;35,06917;-116,7502
Coyote Dry Lake 130;H4;6,1;Found;2000;35,06785;-116,7494
Coyote Dry Lake 132;H4;17,4;Found;2000;35,07028;-116,74847
Coyote Dry Lake 134;H5;117,5;Found;2000;35,0925;-116,76083
Coyote Dry Lake 138;H5;18,3;Found;2000;35,05283;-116,76645
Coyote Dry Lake 139;H4;10,4;Found;2000;35,05283;-116,76538
Coyote Dry Lake 142;H4;32,22;Found;2000;35,06725;-116,74853
Coyote Dry Lake 151;H6;90,04;Found;2001;35,05602;-116,72368
Coyote Dry Lake 152;H5;10,84;Found;2001;35,05607;-116,72365
Coyote Dry Lake 153;H5;13,87;Found;2001;35,07362;-116,76372
Coyote Dry Lake 155;H4;17,02;Found;2001;35,06847;-116,76905
Coyote Dry Lake 159;H5;17,7;Found;2001;35,05865;-116,76872
Coyote Dry Lake 160;H5;76,88;Found;2002;35,06152;-116,76295
Coyote Dry Lake 162;H5;9,87;Found;2002;35,07802;-116,76777
Coyote Dry Lake 163;H5;16,66;Found;2002;35,07;-116,77
Coyote Dry Lake 164;H5;43;Found;2002;35,05835;-116,77403
Coyote Dry Lake 165;L6;42,57;Found;2002;35,06888;-116,76197
Coyote Dry Lake 175;H6;36,35;Found;2002;35,05475;-116,75432
Coyote Dry Lake 176;H6;187,55;Found;2003;35,05452;-116,73005
Coyote Dry Lake 194;L6;1,47;Found;2004;35,08838;-116,75283
Coyote Dry Lake 221;H4;54,31;Found;2003;35,05717;-116,7205
Coyote Dry Lake 222;L5;22,5;Found;2004;35,04008;-116,75553
Coyote Dry Lake 223;L6;512;Found;2004;35,03842;-116,75818
Coyote Dry Lake 230;H6;16,36;Found;2004;35,08958;-116,75007
Coyote Dry Lake 235;LL6;81,4;Found;2004;35,05628;-116,73377
Coyote Dry Lake 249;H4;71,8;Found;2004;35,08758;-116,74603
Coyote Dry Lake 274;H4;7,5;Found;2006;35,05902;-116,76892
Coyote Dry Lake 275;H4;16,2;Found;2006;35,05122;-116,76742
Coyote Dry Lake 276;H6;47,2;Found;2006;35,07118;-116,77162
Coyote Dry Lake 277;H5;21,3;Found;2006;35,0742;-116,7637
Coyote Dry Lake 318;H5;7,2;Found;2009;35,0751;-116,75038
Coyote Mountains;H5;23,04;Found;1998;31,91667;-111,5
Coyote Spring;H5;240;Found;2005;36,99367;-114,99367
Crab Hole;L6;284;Found;1980;-30,4;127,43333
Crab Orchard;Mesosiderite-A1;48500;Found;1887;35,83333;-84,91667
Cranberry Plains;Iron, IVA;90;Found;1852;37,23333;-80,73333
Cranbourne;Iron, IAB-MG;8.6e+06;Found;1854;-38,1;145,3
Cranfills Gap;H6;6000;Found;1940;31,75;-97,75
Crathe�s (1931);Iron, IVA;27500;Found;1914;-5,25;-40,5
Crathe�s (1950);Iron, IIC;367;Found;1909;;
Credo;L6;10820;Found;1967;-30,36667;120,73333
Cricket Mountains;H6;10,6;Found;1985;38,90306;-112,82111
Crocker's Well;LL7;3,8;Found;1956;-32,01667;139,78333
Crosbyton;H;;Found;1963;33,66667;-101,26667
Crow Peak;Iron, IIAB;6320;Found;1958;44,47733;-103,972
Cruz del Aire;Iron, ungrouped;23000;Found;1911;26,5;-100
Cruz del Eje;Iron, IAB complex;14000;Found;1971;-30,75;-64,78333
Cuba;Iron, IAB?;1500;Found;1871;22;-80
Cuddeback Dry Lake 001;L6;32,5;Found;1999;35,29575;-117,4668
Cuddeback Dry Lake 002;L6;95;Found;2000;35,2755;-117,47833
Cuddeback Dry Lake 003;L6;7,5;Found;2000;35,29183;-117,47067
Cuddeback Dry Lake 004;H6;40;Found;2000;35,30233;-117,46017
Cuddeback Dry Lake 005;H5;35;Found;2000;35,31232;-117,45315
Cuddeback Dry Lake 006;H6;0,5;Found;2000;35,31227;-117,453
Cuddeback Dry Lake 007;L4;96,7;Found;2000;35,3114;-117,45342
Cuddeback Dry Lake 008;L6;18,02;Found;2000;35,28333;-117,48333
Cuddeback Dry Lake 009;H5;19;Found;2000;35,31833;-117,46667
Cuddeback Dry Lake 010;L5;10,5;Found;2000;35,3112;-117,45465
Cuddeback Dry Lake 011;L6;10,69;Found;2000;35,2758;-117,47877
Cuddeback Dry Lake 012;H5;0,72;Found;2002;35,31217;-117,453
Cuddeback Dry Lake 013;H4;1,6;Found;2008;35,31218;-117,45303
Cuddeback Dry Lake 017;H6;23,1;Found;2008;35,28528;-117,48305
Cuddeback Dry Lake 018;H4;8,5;Found;2008;35,28638;-117,48305
Cuddeback Dry Lake 019;L6;10,1;Found;2008;35,30455;-117,45817
Cuddeback Dry Lake 021;L6;31,72;Found;2004;35,3;-117,4605
Cuddeback Dry Lake 023;H5;123;Found;1986;35,3248;-117,47983
Cuddeback Dry Lake 028;L5;19,5;Found;2008;35,296;-117,472
Cuddeback Dry Lake 029;H4;22,2;Found;2008;35,296;-117,472
Cuero;H5;46500;Found;1936;29,01667;-97,28333
Culbertson;H4;5900;Found;1913;40,23333;-100,83333
Cullison;H4;10000;Found;1911;37,61667;-98,91667
Cumpas;Iron, IIIAB;28600;Found;1903;30;-109,66667
Cumulus Hills 04001;L5;406,2;Found;2003;;
Cumulus Hills 04002;LL6;219,7;Found;2003;;
Cumulus Hills 04003;LL6;461,3;Found;2003;;
Cumulus Hills 04004;LL6;493,1;Found;2004;;
Cumulus Hills 04005;H5;491,4;Found;2004;;
Cumulus Hills 04006;LL5;185,4;Found;2003;;
Cumulus Hills 04007;L5;100,5;Found;2003;;
Cumulus Hills 04008;LL5;167,4;Found;2003;;
Cumulus Hills 04009;LL5;183,3;Found;2003;;
Cumulus Hills 04010;LL5;184,5;Found;2003;;
Cumulus Hills 04011;LL5;118,7;Found;2003;;
Cumulus Hills 04012;LL5;145,9;Found;2003;;
Cumulus Hills 04013;L5;203,6;Found;2003;;
Cumulus Hills 04014;LL5;138,2;Found;2003;;
Cumulus Hills 04015;LL5;121,5;Found;2003;;
Cumulus Hills 04016;L3;162,1;Found;2003;;
Cumulus Hills 04017;LL5;56,5;Found;2003;;
Cumulus Hills 04018;LL5;167,4;Found;2003;;
Cumulus Hills 04019;H6;134,9;Found;2003;;
Cumulus Hills 04020;LL6;97,8;Found;2004;;
Cumulus Hills 04021;Mesosiderite;61,3;Found;2003;;
Cumulus Hills 04022;L5;197,3;Found;2004;;
Cumulus Hills 04023;L5;22,7;Found;2004;;
Cumulus Hills 04024;LL5;152,6;Found;2004;;
Cumulus Hills 04025;L5;12,8;Found;2004;;
Cumulus Hills 04026;LL6;114;Found;2004;;
Cumulus Hills 04027;LL6;82,3;Found;2004;;
Cumulus Hills 04028;L5;116,6;Found;2004;;
Cumulus Hills 04029;H6;96;Found;2004;;
Cumulus Hills 04030;L5;117,6;Found;2004;;
Cumulus Hills 04031;L5;32,4;Found;2004;;
Cumulus Hills 04032;Mesosiderite;84,9;Found;2004;;
Cumulus Hills 04033;L5;35,1;Found;2004;;
Cumulus Hills 04034;L5;14,6;Found;2004;;
Cumulus Hills 04035;L5;6,7;Found;2004;;
Cumulus Hills 04036;L5;19,4;Found;2004;;
Cumulus Hills 04037;H5;56;Found;2004;;
Cumulus Hills 04038;H6;28;Found;2004;;
Cumulus Hills 04039;L5;43,2;Found;2004;;
Cumulus Hills 04040;L5;30,4;Found;2003;;
Cumulus Hills 04041;LL5;20,7;Found;2003;;
Cumulus Hills 04042;LL5;14,6;Found;2003;;
Cumulus Hills 04043;L6;28,6;Found;2003;;
Cumulus Hills 04044;Ureilite;20,2;Found;2003;;
Cumulus Hills 04045;L6;31,6;Found;2003;;
Cumulus Hills 04046;L5;9;Found;2003;;
Cumulus Hills 04047;LL5;49,5;Found;2003;;
Cumulus Hills 04048;Ureilite;30,3;Found;2003;;
Cumulus Hills 04049;Eucrite-unbr;90,2;Found;2003;;
Cumulus Hills 04050;H6;3908;Found;2004;;
Cumulus Hills 04051;H5;1789,9;Found;2004;;
Cumulus Hills 04052;LL5;1511,2;Found;2004;;
Cumulus Hills 04053;L5;1310,6;Found;2004;;
Cumulus Hills 04054;LL6;1113,6;Found;2004;;
Cumulus Hills 04055;LL6;1715;Found;2004;;
Cumulus Hills 04056;L6;2291,6;Found;2004;;
Cumulus Hills 04057;L6;2403,2;Found;2004;;
Cumulus Hills 04058;LL6;1006,1;Found;2003;;
Cumulus Hills 04059;L5;1858;Found;2004;;
Cumulus Hills 04060;LL5;320,7;Found;2004;;
Cumulus Hills 04061;Pallasite;8465;Found;2003;;
Cumulus Hills 04062;Pallasite;15315;Found;2003;;
Cumulus Hills 04063;Pallasite;6188,3;Found;2003;;
Cumulus Hills 04064;Pallasite;19195;Found;2003;;
Cumulus Hills 04065;Pallasite;5738;Found;2003;;
Cumulus Hills 04066;Pallasite;5877;Found;2003;;
Cumulus Hills 04067;Pallasite;7561,9;Found;2003;;
Cumulus Hills 04068;Pallasite;20425;Found;2003;;
Cumulus Hills 04069;Pallasite;44700;Found;2003;;
Cumulus Hills 04070;Pallasite;3515,8;Found;2003;;
Cumulus Hills 04071;Pallasite;2110,1;Found;2003;;
Cumulus Hills 04072;Pallasite;2312,9;Found;2003;;
Cumulus Hills 04073;Pallasite;928,2;Found;2003;;
Cumulus Hills 04074;Pallasite;325,7;Found;2003;;
Cumulus Hills 04075;Pallasite;9,6;Found;2003;;
Cumulus Hills 04076;Pallasite;8,3;Found;2003;;
Cumulus Hills 04077;Pallasite;9625;Found;2003;;
Cumulus Hills 04078;Pallasite;5695,2;Found;2003;;
Cumulus Hills 04079;Pallasite;12550;Found;2003;;
Cushing;H4;567;Found;1932;35,96667;-96,76667
Czestochowa Rakow I;Iron;;Found;;50,8;19,11667
Czestochowa Rakow II;Iron;;Found;;50,8;19,11667
Dadin;Iron;27300;Found;1949;-38,91667;-69,2
Dale Dry Lake;L3.7;300;Found;1957;34,08333;-115,78333
Dalgaranga;Mesosiderite-A;12200;Found;1923;-27,71667;117,25
Dalgety Downs;L4;257000;Found;1941;-25,33333;116,18333
Dalhart;H5;4400;Found;1968;36,04333;-102,40833
Dalton;Iron, IIIAB;53000;Found;1879;34,8;-84,98333
Danby Dry Lake;H6;8991;Found;2000;34,216667;-115,05
Danebury;H6;30;Found;1974;51,13889;-1,53611
D'Angelo Bluff 06001;L6;26,7;Found;2006;;
D'Angelo Bluff 06002;LL6;4,4;Found;2006;;
D'Angelo Bluff 06003;L6;12,5;Found;2006;;
D'Angelo Bluff 06004;CM2;47,4;Found;2006;;
Daoura;L4;35;Found;1952;29,58333;-3,75
Dar al Gani 001;LL6;213;Found;1995;27,11767;16,0745
Dar al Gani 002;H6;5105;Found;1995;27,1255;16,05817
Dar al Gani 003;H6;2020;Found;1995;27,12633;16,03067
Dar al Gani 004;H6;237;Found;1995;27,155;15,95833
Dar al Gani 005;CO3;1932;Found;1995;27,1565;15,9525
Dar al Gani 006;CO3;3130;Found;1995;27,16983;15,9255
Dar al Gani 007;H5/6;331;Found;1995;27,16233;16,09533
Dar al Gani 008;L6;1925;Found;1995;27,15833;16,11467
Dar al Gani 009;H6;2235;Found;1995;27,15267;16,1565
Dar al Gani 010;H5/6;72;Found;1995;27,15217;16,17317
Dar al Gani 011;H6;898;Found;1995;27,16467;16,16917
Dar al Gani 012;L6;769;Found;1995;27,132;16,29767
Dar al Gani 013;R3.5-6;205;Found;1995;27,1295;16,3435
Dar al Gani 014;H5;147;Found;1995;27,10917;16,46617
Dar al Gani 015;H6;619;Found;1995;27,107;16,39333
Dar al Gani 016;H5;516;Found;1995;27,098;16,32233
Dar al Gani 017;L6;713;Found;1995;27,09267;16,31317
Dar al Gani 018;H5;287;Found;1995;27,092;16,3
Dar al Gani 019;H6;3096;Found;1995;27,08083;16,201
Dar al Gani 020;L4/5;1190;Found;1995;27,07717;16,19317
Dar al Gani 021;L6;83;Found;1995;27,07717;16,193
Dar al Gani 022;LL3-6;362;Found;1995;27,0775;16,16917
Dar al Gani 023;CO3;31;Found;1995;27,09767;16,0255
Dar al Gani 024;H6;113;Found;1995;27,10483;16,01133
Dar al Gani 025;CO3;483;Found;1995;27,10483;16,01133
Dar al Gani 026;LL6;236;Found;1995;27,11417;16,0015
Dar al Gani 027;CO3;281;Found;1995;27,12783;15,97117
Dar al Gani 028;L6;231;Found;1995;27,225;15,0295
Dar al Gani 029;H6;1620;Found;1995;27,20167;16,093
Dar al Gani 030;H3.9-6;404;Found;1995;27,1915;16,1345
Dar al Gani 031;H5/6;213;Found;1995;27,18717;16,189
Dar al Gani 032;CO3;579;Found;1995;27,08467;16,03683
Dar al Gani 033;L6;126;Found;1995;27,0805;16,12567
Dar al Gani 034;L6;406;Found;1995;27,08267;16,13783
Dar al Gani 035;H5;199;Found;1995;27,08683;16,17483
Dar al Gani 036;LL6;1214;Found;1995;27,10383;16,30867
Dar al Gani 037;LL6;990;Found;1995;27,10767;16,32383
Dar al Gani 038;LL6;674;Found;1995;27,10967;16,3515
Dar al Gani 039;LL6;167;Found;1995;27,11067;16,35667
Dar al Gani 040;L6;176;Found;1995;27,1115;16,4365
Dar al Gani 041;H5;95;Found;1995;27,13583;16,36017
Dar al Gani 042;H5;176;Found;1995;27,13367;16,358
Dar al Gani 043;H5-6;38;Found;1995;27,13383;16,331
Dar al Gani 044;H4;1741;Found;1995;27,13933;16,27267
Dar al Gani 045;H6;1010;Found;1995;27,14617;16,16367
Dar al Gani 046;LL6;192;Found;1995;27,15267;16,10617
Dar al Gani 047;L6;240;Found;1995;27,27517;16,09383
Dar al Gani 048;L5;242;Found;1995;27,25817;16,1355
Dar al Gani 049;L4/5;100;Found;1995;27,30583;16,13567
Dar al Gani 050;L5;1808;Found;1995;27,3055;16,20917
Dar al Gani 051;H5;121;Found;1995;27,30383;16,24483
Dar al Gani 052;LL4-6;164;Found;1995;27,30317;16,25467
Dar al Gani 053;H5;276;Found;1995;27,30517;16,26417
Dar al Gani 054;LL3.8;957;Found;1995;27,30483;16,30017
Dar al Gani 055;C3-ung;451;Found;1995;27,26717;16,42033
Dar al Gani 056;C3-ung;703;Found;1995;27,26783;16,41317
Dar al Gani 057;L6;36;Found;1995;27,26883;16,23633
Dar al Gani 058;L5;1490;Found;1995;27,279;16,21733
Dar al Gani 059;L5;944;Found;1995;27,29867;16,16683
Dar al Gani 060;LL5-6;425;Found;1995;27,32017;16,0775
Dar al Gani 061;LL5-6;3130;Found;1995;27,45767;16,28017
Dar al Gani 062;LL5-6;421;Found;1995;27,45483;16,31333
Dar al Gani 063;H5;199;Found;1995;27,4055;16,32833
Dar al Gani 064;L6;229;Found;1995;27,40633;16,31967
Dar al Gani 065;L5;90;Found;1995;27,41633;16,19433
Dar al Gani 066;H5;50;Found;1995;27,4205;16,16667
Dar al Gani 067;CO3;688;Found;1995;27,1455;15,95067
Dar al Gani 068;H5;250;Found;1995;27,0705;16,0945
Dar al Gani 069;L6;110;Found;1995;27,04767;16,4515
Dar al Gani 070;H6;458;Found;1995;27,05233;16,42633
Dar al Gani 071;L6;392;Found;1995;27,056;16,399
Dar al Gani 072;H6;117;Found;1995;27,1055;16,04583
Dar al Gani 073;H6;215;Found;1995;27,12883;16,035
Dar al Gani 074;H5/6;86;Found;1995;27,16033;16,03533
Dar al Gani 075;H4;1025;Found;1995;27,19967;16,03567
Dar al Gani 076;H6;123;Found;1995;27,1045;16,00983
Dar al Gani 077;H6;443;Found;1995;27,10733;16,02233
Dar al Gani 078;CO3;838;Found;1995;27,10483;16,06317
Dar al Gani 079;H6;252;Found;1995;27,11817;16,02717
Dar al Gani 080;H6;216;Found;1995;27,10083;16,02333
Dar al Gani 081;CO3;125;Found;1995;27,11017;16,01817
Dar al Gani 082;CO3;860;Found;1995;27,167;15,93933
Dar al Gani 083;CO3;622;Found;1995;27,15967;15,96283
Dar al Gani 084;Ureilite;277;Found;1995;27,04067;16,40433
Dar al Gani 085;L3-4;153;Found;1995;27,04617;16,37217
Dar al Gani 086;L6;237;Found;1995;27,08433;16,119
Dar al Gani 087;H6;217;Found;1995;27,1355;16,03017
Dar al Gani 088;H5;236;Found;1995;27,1425;16,0295
Dar al Gani 089;H5;541;Found;1995;27,143;16,028
Dar al Gani 090;H5;628;Found;1995;27,1585;16,03133
Dar al Gani 091;L5/6;144;Found;1995;27,22017;16,03317
Dar al Gani 092;L6;137;Found;1995;27,23317;16,02933
Dar al Gani 093;L6;522;Found;1995;27,2705;16,04067
Dar al Gani 094;H5;385;Found;1996;27,0655;16,0875
Dar al Gani 095;L5;840;Found;1996;27,10683;16,51617
Dar al Gani 096;H5;209;Found;1996;27,1025;16,23817
Dar al Gani 097;H6;67;Found;1996;27,11433;16,145
Dar al Gani 098;H5/6;132;Found;1996;27,1135;16,143
Dar al Gani 099;H6;254;Found;1996;27,12017;16,11117
Dar al Gani 100;H6;4840;Found;1996;27,12117;16,10883
Dar al Gani 1000;Ureilite-pmict;17,92;Found;1997;27,0135;16,36583
Dar al Gani 1001;H6;132;Found;1999;27,37683;16,30233
Dar al Gani 1002;H5;370;Found;1999;27,35133;16,25367
Dar al Gani 1003;H5;236;Found;1999;27,27833;16,27717
Dar al Gani 1004;H5;287;Found;1999;27,2585;16,09233
Dar al Gani 1005;H4;477;Found;1999;27,19017;16,30833
Dar al Gani 1006;CO3;4150;Found;1999;27,203;15,90067
Dar al Gani 1007;L6;124;Found;1999;27,1585;16,45617
Dar al Gani 1008;H5;108;Found;1999;27,917;16,48767
Dar al Gani 1009;L5;85;Found;1999;27,94783;16,50983
Dar al Gani 101;H6;842;Found;1996;27,1295;16,06867
Dar al Gani 1010;Ureilite;119;Found;2000;27,04133;16,38767
Dar al Gani 1011;L5;38,05;Found;1999;27,04306;16,41167
Dar al Gani 1012;H5;14,8;Found;1999;27,15222;16,48306
Dar al Gani 1013;L4-5;20,32;Found;1999;27,15222;16,51722
Dar al Gani 1014;H5;239;Found;1999;27,57139;16,175
Dar al Gani 1015;H5;247;Found;1999;27,42639;16,27417
Dar al Gani 1016;L~6;11,65;Found;1999;27,25253;16,08372
Dar al Gani 1017;LL~6;176,78;Found;1999;27,4387;15,94838
Dar al Gani 1018;H5;181,88;Found;1999;27,63167;16,08694
Dar al Gani 1019;L5;104,1;Found;1999;27,57139;16,08333
Dar al Gani 102;H6;173;Found;1996;27,1205;16,0235
Dar al Gani 1020;H5;55,8;Found;2000;27,92472;16,9575
Dar al Gani 1021;H5;101,1;Found;2000;27,01083;16,18167
Dar al Gani 1022;LL7;33,6;Found;2001;27,08333;16,25
Dar al Gani 1023;Ureilite-pmict;149;Found;1999;27,02583;16,38783
Dar al Gani 1024;LL5;142;Found;1999;27,188;16,40233
Dar al Gani 1025;LL4;173;Found;1999;26,90633;16,6865
Dar al Gani 1026;L3;214;Found;1999;26,907;16,6815
Dar al Gani 1027;L5;137;Found;1999;27,231;16,249
Dar al Gani 1028;CO3;131;Found;2000;27,07567;16,06633
Dar al Gani 1029;LL5;68;Found;2000;27,919;16,684
Dar al Gani 103;L5;594;Found;1996;27,17017;16,0355
Dar al Gani 1030;CK4/5;10,09;Found;1998;27,22167;16,25
Dar al Gani 1031;EL4;20,15;Found;1998;27,14683;16,05017
Dar al Gani 1032;H3/4;321;Found;2000;27,035;16,38133
Dar al Gani 1033;H4;38,9;Found;1999;27,46767;16,17017
Dar al Gani 1034;LL6;232;Found;1999;27,66733;15,9505
Dar al Gani 1035;H4;36;Found;1999;27,23233;16,196
Dar al Gani 1036;Ureilite;222;Found;1999;27,03367;16,38333
Dar al Gani 1037;Martian (shergottite);4012,4;Found;1999;27,33333;16,21667
Dar al Gani 1038;L4;80;Found;1999;27,33333;16,25
Dar al Gani 1039;L6;889;Found;1999;27,33017;16,23117
Dar al Gani 104;H6;269;Found;1996;27,13533;16,052
Dar al Gani 1040;CV3;781;Found;2001;27,28133;16,40833
Dar al Gani 1041;CO3;169;Found;1998;27,08333;16,055
Dar al Gani 1042;Lunar;801;Found;1999;27,182;16,30017
Dar al Gani 1043;LL6;32,1;Found;2005;27,43333;16
Dar al Gani 1044;LL5;235;Found;2006;27,45056;16,19167
Dar al Gani 1045;L6;955;Found;2005;27,49583;16,25833
Dar al Gani 1047;Ureilite-pmict;49,8;Found;1999;27,03583;16,38528
Dar al Gani 1048;Lunar (feldsp. breccia);0,8;Found;2001;27,20167;16,31117
Dar al Gani 1049 ;H5;88;Found;2007;27,26633;16,35783
Dar al Gani 105;H6;85;Found;1996;27,13383;16,06533
Dar al Gani 1050 ;H6;265;Found;2007;28,21417;15,55083
Dar al Gani 1051;Martian (shergottite);40,1;Found;2000;27,16917;16,13533
Dar al Gani 1052;LL5;280;Found;2008;27,32833;16,21867
Dar al Gani 1053;CV3;98;Found;2006;27,24167;16,23267
Dar al Gani 1054;Ureilite;28,4;Found;1999;27,42767;16,1655
Dar al Gani 1055;Eucrite-pmict;305;Found;2007;27,38;16,469
Dar al Gani 1057;LL5;114;Found;1998;27,28;16,14783
Dar al Gani 1058;Lunar (feldsp. breccia);1815;Found;1998;27,375;16,184
Dar al Gani 1059;H6;1470;Found;2010;28,28767;15,49467
Dar al Gani 106;H6;293;Found;1996;27,13233;16,068
Dar al Gani 1060;Eucrite;310;Found;2010;26,9195;16,657
Dar al Gani 1061;Ureilite;207;Found;2010;27,23017;16,48833
Dar al Gani 1063;CV3;410,3;Found;2002;27,27417;16,40833
Dar al Gani 107;H6;1510;Found;1996;27,1345;16,08933
Dar al Gani 108;H5;221;Found;1996;27,18317;16,33083
Dar al Gani 109;LL5-6;47;Found;1996;27,16383;16,52033
Dar al Gani 110;L6;57;Found;1996;27,15;16,40633
Dar al Gani 111;H6;76;Found;1996;27,14967;16,21
Dar al Gani 112;L5/6;212;Found;1996;27,1675;16,14067
Dar al Gani 113;H5;290;Found;1996;27,1835;16,11517
Dar al Gani 114;H5;223;Found;1996;27,184;16,11183
Dar al Gani 115;H5-6;379;Found;1996;27,19567;16,10033
Dar al Gani 116;H5;615;Found;1996;27,19583;16,01317
Dar al Gani 117;H5;415;Found;1996;27,19583;16,01317
Dar al Gani 118;L5/6;1770;Found;1996;27,25483;16,00667
Dar al Gani 119;H5;287;Found;1996;27,133;16,0395
Dar al Gani 120;H5;132;Found;1996;27,11167;16,02983
Dar al Gani 121;H6;282;Found;1996;27,10467;16,01167
Dar al Gani 122;H6;182;Found;1996;27,1075;16,03583
Dar al Gani 123;H6;511;Found;1996;27,11067;16,07017
Dar al Gani 124;H6;204;Found;1996;27,1185;16,10333
Dar al Gani 125;H6;860;Found;1996;27,1205;16,11217
Dar al Gani 126;H6;90;Found;1996;27,13033;16,1565
Dar al Gani 127;H6;619;Found;1996;27,13317;16,16333
Dar al Gani 128;H5;281;Found;1996;27,15233;16,26717
Dar al Gani 129;H5;299;Found;1996;27,155;16,27883
Dar al Gani 130;L6;303;Found;1996;27,12933;16,37283
Dar al Gani 131;L6;114;Found;1996;27,1355;16,3205
Dar al Gani 132;H5;120;Found;1996;27,159;16,22
Dar al Gani 133;H6;62;Found;1996;27,16717;16,1505
Dar al Gani 134;H6;39;Found;1996;27,16983;16,14317
Dar al Gani 136;CO3;399;Found;1996;27,10133;16,0215
Dar al Gani 137;CO3;193;Found;1996;27,10383;16,0325
Dar al Gani 138;H5;454;Found;1996;27,147;16,1585
Dar al Gani 139;H5;171;Found;1996;27,1575;16,208
Dar al Gani 140;H3.9-6;263;Found;1996;27,1575;16,208
