name;recclass;mass;fall;year;reclat;reclong
Frontier Mountain 01006;H5;5,6;Found;2001;-72,95167;160,50917
Frontier Mountain 01007;L4;2,6;Found;2001;-72,95194;160,50944
Frontier Mountain 01008;L3;3,2;Found;2001;-72,95194;160,50944
Frontier Mountain 01009;H6;6,7;Found;2001;-72,95278;160,51139
Frontier Mountain 01010;H5;0,7;Found;2001;-72,9525;160,5075
Frontier Mountain 01011;H5;11,6;Found;2001;-72,96361;160,53667
Frontier Mountain 01012;Ureilite;19,2;Found;2001;-72,97111;160,33389
Frontier Mountain 01013;H3;11,4;Found;2001;-72,98722;160,40639
Frontier Mountain 01014;H3/4;3,6;Found;2001;-72,98889;160,405
Frontier Mountain 01015;H5;1,2;Found;2001;-72,98889;160,40583
Frontier Mountain 01016;H3;1,6;Found;2001;-72,98917;160,40583
Frontier Mountain 01017;H3-4;1,5;Found;2001;-72,98889;160,40528
Frontier Mountain 01018;H5;1,2;Found;2001;-72,98889;160,40472
Frontier Mountain 01019;H3-6;1,9;Found;2001;-72,99;160,40333
Frontier Mountain 01020;H6;2,3;Found;2001;-72,98972;160,40333
Frontier Mountain 01022;H5;3,5;Found;2001;-72,98667;160,4025
Frontier Mountain 01023;H6;3,3;Found;2001;-72,9875;160,40056
Frontier Mountain 01024;L4;14,8;Found;2001;-72,9525;160,51833
Frontier Mountain 01025;L3;8;Found;2001;-72,98889;160,40611
Frontier Mountain 01026;H4;2,7;Found;2001;-72,98889;160,40556
Frontier Mountain 01027;H4;7,3;Found;2001;-72,99028;160,40389
Frontier Mountain 01028;H6;3,9;Found;2001;-72,99028;160,40444
Frontier Mountain 01029;L4/5;8,4;Found;2001;-72,99056;160,40278
Frontier Mountain 01030;Ureilite;6;Found;2001;-72,99083;160,4025
Frontier Mountain 01031;H3-6;9;Found;2001;-72,99;160,40389
Frontier Mountain 01032;H3;27;Found;2001;-72,99083;160,40333
Frontier Mountain 01033;H3-6;6,2;Found;2001;-72,99028;160,40194
Frontier Mountain 01034;H3;1;Found;2001;-72,98889;160,40528
Frontier Mountain 01035;H3;2,6;Found;2001;-72,98889;160,40528
Frontier Mountain 01036;H3-6;0,8;Found;2001;-72,98889;160,40528
Frontier Mountain 01037;H3-6;18,2;Found;2001;-72,98889;160,40528
Frontier Mountain 01038;H3;3,1;Found;2001;-72,98889;160,40528
Frontier Mountain 01039;H3/4;22;Found;2001;-72,98944;160,40722
Frontier Mountain 01040;H3/4;13,6;Found;2001;-72,98889;160,40528
Frontier Mountain 01041;H3-6;4,9;Found;2001;-72,99083;160,4075
Frontier Mountain 01042;H3-5;2;Found;2001;-72,98917;160,40722
Frontier Mountain 01043;H3-5;0,7;Found;2001;-72,98833;160,40694
Frontier Mountain 01044;H5;26,6;Found;2001;-72,98917;160,40528
Frontier Mountain 01045;H4;8,9;Found;2001;-72,98917;160,40528
Frontier Mountain 01046;H4;5,1;Found;2001;-72,98944;160,40278
Frontier Mountain 01047;H4/5;0,9;Found;2001;-72,98972;160,40444
Frontier Mountain 01048;H3/4;6,8;Found;2001;-72,98944;160,40611
Frontier Mountain 01049;H3/4;44,1;Found;2001;-72,98944;160,40611
Frontier Mountain 01050;H4-6;3,2;Found;2001;-72,99;160,40722
Frontier Mountain 01051;H4;10,6;Found;2001;-72,98917;160,405
Frontier Mountain 01052;H3;14,6;Found;2001;-72,98944;160,40694
Frontier Mountain 01053;H3;8,4;Found;2001;-72,98972;160,40556
Frontier Mountain 01054;H3;1,3;Found;2001;-72,98833;160,40722
Frontier Mountain 01055;L3;14;Found;2001;-72,95333;160,45806
Frontier Mountain 01056;H3;0,8;Found;2001;-72,98806;160,40611
Frontier Mountain 01057;H3-6;15,2;Found;2001;-72,98861;160,40639
Frontier Mountain 01058;H4;1,3;Found;2001;-72,98889;160,40583
Frontier Mountain 01059;H3;5,4;Found;2001;-72,98889;160,40611
Frontier Mountain 01060;H6;1,8;Found;2001;-72,98944;160,40444
Frontier Mountain 01061;H3;4,1;Found;2001;-72,99;160,40722
Frontier Mountain 01062;H5;13,3;Found;2001;-72,98778;160,40944
Frontier Mountain 01063;H3;0,7;Found;2001;-72,98778;160,40861
Frontier Mountain 01064;L6;1,2;Found;2001;-72,98806;160,40833
Frontier Mountain 01065;H3;1,7;Found;2001;-72,98806;160,40833
Frontier Mountain 01066;H3;5,6;Found;2001;-72,98861;160,40722
Frontier Mountain 01067;H3;8,4;Found;2001;-72,98917;160,40667
Frontier Mountain 01068;H3-6;13,6;Found;2001;-72,98972;160,405
Frontier Mountain 01069;H5;5,4;Found;2001;-72,99;160,40639
Frontier Mountain 01070;H3;6,6;Found;2001;-72,99;160,40639
Frontier Mountain 01071;H4-6;1,7;Found;2001;-72,98972;160,4025
Frontier Mountain 01072;H5;6,5;Found;2001;-72,99;160,40389
Frontier Mountain 01073;H3-6;1;Found;2001;-72,99;160,40306
Frontier Mountain 01074;H3;3;Found;2001;-72,99;160,40278
Frontier Mountain 01075;H3;5,5;Found;2001;-72,99056;160,40611
Frontier Mountain 01076;H4/5;2,1;Found;2001;-72,99056;160,405
Frontier Mountain 01077;H6;9,7;Found;2001;-72,95278;160,41278
Frontier Mountain 01078;L6;15;Found;2001;-72,95417;160,45194
Frontier Mountain 01079;L6;0,9;Found;2001;-72,9525;160,44972
Frontier Mountain 01080;H6;0,4;Found;2001;-72,95194;160,45417
Frontier Mountain 01081;H3-6;3,4;Found;2001;-72,98972;160,40722
Frontier Mountain 01082;H3-6;5;Found;2001;-72,98972;160,40722
Frontier Mountain 01083;H5-6;11,1;Found;2001;-72,98972;160,40667
Frontier Mountain 01084;H3;11,5;Found;2001;-72,99083;160,40417
Frontier Mountain 01085;H4;4,2;Found;2001;-72,98889;160,40778
Frontier Mountain 01086;H5;9,8;Found;2001;-72,97333;160,47472
Frontier Mountain 01087;H5;76,4;Found;2001;-72,95417;160,4475
Frontier Mountain 01088;Ureilite;11,1;Found;2001;-72,95222;160,45528
Frontier Mountain 01089;Ureilite;2,1;Found;2001;-72,95222;160,45556
Frontier Mountain 01090;LL(L)3;9,9;Found;2001;-72,95222;160,46028
Frontier Mountain 01091;L4;1,6;Found;2001;-72,95194;160,45444
Frontier Mountain 01092;H3-6;4,9;Found;2001;-72,95194;160,45444
Frontier Mountain 01093;L6;26,4;Found;2001;-72,95194;160,45556
Frontier Mountain 01094;L/LL3;3,7;Found;2001;-72,95361;160,45306
Frontier Mountain 01095;H6;21,6;Found;2001;-72,95333;160,46083
Frontier Mountain 01096;H6;3,3;Found;2001;-72,95333;160,46194
Frontier Mountain 01097;L6;0,9;Found;2001;-72,95417;160,43833
Frontier Mountain 01098;L6;10,1;Found;2001;-72,95167;160,51167
Frontier Mountain 01099;H5-6;3,7;Found;2001;-72,95167;160,51167
Frontier Mountain 01100;H4;11,3;Found;2001;-72,95167;160,51167
Frontier Mountain 01101;LL4;2,2;Found;2001;-72,95194;160,46056
Frontier Mountain 01102;H4;17,4;Found;2001;-72,95222;160,46139
Frontier Mountain 01103;L4;2;Found;2001;-72,95417;160,41306
Frontier Mountain 01104;H4/5;13,9;Found;2001;-72,95167;160,51111
Frontier Mountain 01105;H6;2,5;Found;2001;-72,95028;160,51194
Frontier Mountain 01106;H5;9,5;Found;2001;-72,95194;160,50833
Frontier Mountain 01107;L4;9,2;Found;2001;-72,95222;160,50611
Frontier Mountain 01108;H6;11,7;Found;2001;-72,95278;160,46528
Frontier Mountain 01109;H6;4,7;Found;2001;-72,95278;160,46361
Frontier Mountain 01110;H6;0,8;Found;2001;-72,95222;160,4625
Frontier Mountain 01111;L4;5;Found;2001;-72,95167;160,51167
Frontier Mountain 01112;L4;37;Found;2001;-72,95306;160,49861
Frontier Mountain 01113;H6;31,2;Found;2001;-72,95417;160,46222
Frontier Mountain 01114;H6;0,3;Found;2001;-72,95194;160,45917
Frontier Mountain 01115;H3;3,4;Found;2001;-72,95278;160,52056
Frontier Mountain 01116;H3;4,6;Found;2001;-72,99444;160,40056
Frontier Mountain 01117;H3/4;11,2;Found;2001;-72,97056;160,52306
Frontier Mountain 01118;H6;4,7;Found;2001;-72,99083;160,40444
Frontier Mountain 01119;H3;7,2;Found;2001;-72,99194;160,4
Frontier Mountain 01120;H3;0,5;Found;2001;-72,99194;160,40028
Frontier Mountain 01121;H5;5,1;Found;2001;-72,95222;160,4625
Frontier Mountain 01122;H4-5;3,5;Found;2001;-72,95194;160,46361
Frontier Mountain 01123;H6;0,7;Found;2001;-72,95167;160,46306
Frontier Mountain 01124;H6;3,2;Found;2001;-72,9525;160,465
Frontier Mountain 01125;H6;0,3;Found;2001;-72,95194;160,46722
Frontier Mountain 01126;L6;1,3;Found;2001;-72,95167;160,46306
Frontier Mountain 01127;H6;2,9;Found;2001;-72,95194;160,45944
Frontier Mountain 01128;L3;0,8;Found;2001;-72,95222;160,45917
Frontier Mountain 01129;H6;0,3;Found;2001;-72,95306;160,45667
Frontier Mountain 01130;H3;3,6;Found;2001;-72,99222;160,39972
Frontier Mountain 01131;H3;2;Found;2001;-72,99222;160,39972
Frontier Mountain 01132;L6;4,6;Found;2001;-72,9925;160,4
Frontier Mountain 01134;H5;18,2;Found;2001;-72,99222;160,4
Frontier Mountain 01135;H5;1,9;Found;2001;-72,9925;160,40167
Frontier Mountain 01136;H3;2,4;Found;2001;-72,99361;160,41389
Frontier Mountain 01137;H5;19,6;Found;2001;-72,99222;160,39611
Frontier Mountain 01138;H3;4,2;Found;2001;-72,99472;160,39972
Frontier Mountain 01139;H6;2,2;Found;2001;-72,99472;160,39972
Frontier Mountain 01140;H6;38,2;Found;2001;-72,9775;160,51083
Frontier Mountain 01141;H5/6;13,9;Found;2001;-72,99222;160,40028
Frontier Mountain 01142;H4;0,8;Found;2001;-72,99222;160,4
Frontier Mountain 01143;H3;1,4;Found;2001;-72,99222;160,4
Frontier Mountain 01144;H3;8,4;Found;2001;-72,99306;160,40028
Frontier Mountain 01145;H4;12,3;Found;2001;-72,99306;160,40056
Frontier Mountain 01146;H6;1;Found;2001;-72,99278;160,40694
Frontier Mountain 01147;Ureilite;0,5;Found;2001;-72,97361;160,33806
Frontier Mountain 01148;L4;3,3;Found;2001;-72,93417;160,64861
Frontier Mountain 01149;H4;1,5;Found;2001;-72,98833;160,34667
Frontier Mountain 01150;H6;11;Found;2001;-72,95972;160,64889
Frontier Mountain 01151;H3;3,6;Found;2001;-72,98778;160,40083
Frontier Mountain 01152;H4;1,5;Found;2001;-72,98806;160,39917
Frontier Mountain 01153;H3;6,7;Found;2001;-72,98833;160,40139
Frontier Mountain 01154;H3-5;8,9;Found;2001;-72,98833;160,40139
Frontier Mountain 01155;H3;0,3;Found;2001;-72,98833;160,40139
Frontier Mountain 01156;H3/4;0,1;Found;2001;-72,98944;160,40222
Frontier Mountain 01157;H5;0,7;Found;2001;-72,98944;160,40222
Frontier Mountain 01158;H5/6;0,6;Found;2001;-72,98944;160,40222
Frontier Mountain 01159;H3;0,6;Found;2001;-72,98944;160,40222
Frontier Mountain 01160;H3;0,9;Found;2001;-72,98972;160,40306
Frontier Mountain 01161;H5;0,3;Found;2001;-72,9925;160,39528
Frontier Mountain 01162;H3;2,5;Found;2001;-72,99333;160,4
Frontier Mountain 01163;H3;0,9;Found;2001;-72,99333;160,4
Frontier Mountain 01164;H4;0,8;Found;2001;-72,98944;160,40278
Frontier Mountain 01165;H3/4;4,5;Found;2001;-72,98917;160,40417
Frontier Mountain 01166;H5;5,5;Found;2001;-72,98694;160,40833
Frontier Mountain 01167;H6;3,9;Found;2001;-72,95194;160,52222
Frontier Mountain 01168;H5;4;Found;2001;-72,95167;160,52139
Frontier Mountain 01169;H6;6,2;Found;2001;-72,95278;160,52222
Frontier Mountain 01170;H4-5;4,9;Found;2001;-72,9525;160,52389
Frontier Mountain 01171;H6;3,8;Found;2001;-72,9525;160,46944
Frontier Mountain 01172;L3;150,2;Found;2001;-72,97222;160,33833
Frontier Mountain 03001;Lodranite;1,5;Found;2003;-72,95386;160,49097
Frontier Mountain 03002;H6;12,7;Found;2003;-72,95292;160,49742
Frontier Mountain 03003;H3;15,3;Found;2003;-72,95275;160,49733
Frontier Mountain 03004;H5/6;4,5;Found;2003;-72,95275;160,4975
Frontier Mountain 03005;EL4;20,66;Found;2004;-72,95514;160,38425
Frontier Mountain 03006;H6;8,4;Found;2003;-72,95219;160,50636
Frontier Mountain 03007;H5;1,8;Found;2003;-72,95236;160,50719
Frontier Mountain 03008;H6;4,67;Found;2003;-72,95111;160,51078
Frontier Mountain 03009;H6;7,13;Found;2003;-72,95131;160,51306
Frontier Mountain 03010;L6;10,1;Found;2003;-72,95131;160,51306
Frontier Mountain 03011;LL3;8,64;Found;2003;-72,95169;160,51428
Frontier Mountain 03012;H5;10,5;Found;2003;-72,95169;160,51428
Frontier Mountain 03013;H~5;1,41;Found;2003;-72,95186;160,51403
Frontier Mountain 03014;H5;3,26;Found;2003;-72,95147;160,51397
Frontier Mountain 03015;H5;2,65;Found;2003;-72,95217;160,52081
Frontier Mountain 03016;H5;2,71;Found;2003;-72,95233;160,52183
Frontier Mountain 03017;H5;17,39;Found;2003;-72,95272;160,48664
Frontier Mountain 03018;H6;3,99;Found;2003;-72,95308;160,4765
Frontier Mountain 03019;H6;9,02;Found;2003;-72,95269;160,47017
Frontier Mountain 03020;L6;1,36;Found;2003;-72,95269;160,47017
Frontier Mountain 03021;H6;7,3;Found;2003;-72,95114;160,46364
Frontier Mountain 03022;Ureilite-pmict;2,47;Found;2003;-72,95089;160,45994
Frontier Mountain 03023;H6;1,84;Found;2003;-72,95175;160,45458
Frontier Mountain 03024;H4;1,53;Found;2003;-72,95267;160,45167
Frontier Mountain 03025;H6;3;Found;2003;-72,95261;160,44547
Frontier Mountain 03026;L6;7,76;Found;2003;-72,95422;160,45097
Frontier Mountain 03027;L3-6;5;Found;2003;-72,95275;160,49819
Frontier Mountain 03028;H5;10,17;Found;2003;-72,95275;160,49833
Frontier Mountain 03029;H5;26,11;Found;2003;-72,95275;160,49833
Frontier Mountain 03030;L4;28,1;Found;2003;-72,95275;160,49856
Frontier Mountain 03031;H6;3,44;Found;2003;-72,95203;160,50939
Frontier Mountain 03032;L6;2,97;Found;2003;-72,95203;160,50939
Frontier Mountain 03033;H~5;2,55;Found;2003;-72,95203;160,50939
Frontier Mountain 03034;H5;6,74;Found;2003;-72,95156;160,51194
Frontier Mountain 03035;L5;9,96;Found;2003;-72,9515;160,51303
Frontier Mountain 03036;H5;7,18;Found;2003;-72,95144;160,51325
Frontier Mountain 03037;L4;4,47;Found;2003;-72,95144;160,51325
Frontier Mountain 03038;L3;3,15;Found;2003;-72,95161;160,51372
Frontier Mountain 03039;H5;1,31;Found;2003;-72,95161;160,51408
Frontier Mountain 03040;H5;3,35;Found;2003;-72,95161;160,51408
Frontier Mountain 03041;H3-4;12,31;Found;2003;-72,95108;160,51425
Frontier Mountain 03042;H4;15,47;Found;2003;-72,95136;160,51608
Frontier Mountain 03043;H4-5;6,32;Found;2003;-72,95192;160,51983
Frontier Mountain 03044;H6;5,4;Found;2003;-72,95194;160,52222
Frontier Mountain 03045;H6;3,71;Found;2003;-72,95194;160,52222
Frontier Mountain 03046;H5-6;11,55;Found;2003;-72,95217;160,5225
Frontier Mountain 03047;H4/5;8,23;Found;2003;-72,95333;160,48944
Frontier Mountain 03048;H6;9,75;Found;2003;-72,95258;160,46725
Frontier Mountain 03049;L3;8,18;Found;2003;-72,95222;160,46639
Frontier Mountain 03050;L3;11,77;Found;2003;-72,95222;160,46639
Frontier Mountain 03051;H6;5,54;Found;2003;-72,95358;160,49214
Frontier Mountain 03052;H6;4,51;Found;2003;-72,95358;160,49214
Frontier Mountain 03053;H6;21,54;Found;2003;-72,95281;160,46431
Frontier Mountain 03054;L6;0,94;Found;2003;-72,95244;160,46161
Frontier Mountain 03055;H4;3,37;Found;2003;-72,95131;160,45906
Frontier Mountain 03056;H5;3,84;Found;2003;-72,95164;160,45825
Frontier Mountain 03057;L6;61;Found;2003;-72,95275;160,45725
Frontier Mountain 03058;H6;2,42;Found;2003;-72,95242;160,44842
Frontier Mountain 03060;H6;1,59;Found;2003;-72,95308;160,44036
Frontier Mountain 03061;H3-4;1,75;Found;2004;-72,988;160,40606
Frontier Mountain 03062;H3;1,63;Found;2004;-72,98897;160,40506
Frontier Mountain 03063;H5;9,57;Found;2004;-72,99542;160,39733
Frontier Mountain 03064;H4;3,51;Found;2004;-72,99542;160,39733
Frontier Mountain 03065;H5;26,43;Found;2004;-72,99558;160,39492
Frontier Mountain 03066;H6;4,34;Found;2004;-72,99564;160,394
Frontier Mountain 03067;H3;2,25;Found;2004;-72,99486;160,39028
Frontier Mountain 03068;H3;0,73;Found;2004;-72,99517;160,38925
Frontier Mountain 03069;H3-6;1,52;Found;2004;-72,99486;160,39875
Frontier Mountain 03070;H3;0,46;Found;2004;-72,99453;160,39992
Frontier Mountain 03071;H5/6;0,17;Found;2004;-72,95297;160,44314
Frontier Mountain 03072;H4;1,94;Found;2004;-72,95336;160,44256
Frontier Mountain 03073;H6;0,41;Found;2004;-72,95339;160,44231
Frontier Mountain 03074;H5;12,05;Found;2004;-72,95233;160,45447
Frontier Mountain 03076;H4;24,27;Found;2003;-72,95397;160,48642
Frontier Mountain 03077;H5;352,2;Found;2003;-72,95281;160,44414
Frontier Mountain 03078;L6;1,43;Found;2003;-72,95256;160,44364
Frontier Mountain 03079;H6;19,1;Found;2003;-72,95414;160,44164
Frontier Mountain 03080;H3;2,05;Found;2003;-72,98778;160,40728
Frontier Mountain 03081;H4;42,9;Found;2003;-72,98886;160,40603
Frontier Mountain 03082;H4-6;3,16;Found;2003;-72,99531;160,39394
Frontier Mountain 03083;H3-6;8,25;Found;2003;-72,99547;160,39372
Frontier Mountain 03084;H3-5;2,51;Found;2003;-72,99547;160,39372
Frontier Mountain 03085;H5;19,51;Found;2003;-72,99478;160,39561
Frontier Mountain 03086;H5;14,96;Found;2003;-72,95669;160,47436
Frontier Mountain 03087;H4;8,76;Found;2004;-72,96133;160,69708
Frontier Mountain 03088;H4;16,07;Found;2004;-72,96433;160,68992
Frontier Mountain 03089;H3/4;5,6;Found;2004;-72,99394;160,3915
Frontier Mountain 03090;L6;6,1;Found;2004;-72,99503;160,389
Frontier Mountain 03091;H3;0,7;Found;2004;-72,99422;160,40414
Frontier Mountain 03092;H6;2,29;Found;2004;-72,95144;160,51233
Frontier Mountain 03093;L6;0,85;Found;2004;-72,95144;160,51436
Frontier Mountain 03094;H~5;0,21;Found;2004;-72,95161;160,51531
Frontier Mountain 03095;L6;0,78;Found;2004;-72,95178;160,50997
Frontier Mountain 03096;H~5;0,41;Found;2004;-72,95178;160,50997
Frontier Mountain 03097;H4;0,74;Found;2004;-72,95222;160,50161
Frontier Mountain 03098;H4;0,95;Found;2004;-72,95228;160,50106
Frontier Mountain 03099;H5;17,16;Found;2004;-72,95228;160,50106
Frontier Mountain 03100;H4;0,9;Found;2004;-72,95228;160,50106
Frontier Mountain 09001;H5;4;Found;2009;-72,95275;160,44483
Frontier Mountain 09002;L4;2,4;Found;2009;-72,95273;160,44657
Frontier Mountain 09003;L5;8,4;Found;2009;-72,95295;160,44718
Frontier Mountain 09004;H6;0,4;Found;2009;-72,95355;160,45005
Frontier Mountain 09005;H4;15,1;Found;2009;-72,95388;160,45022
Frontier Mountain 09006;L6;49,9;Found;2009;-72,9539;160,45248
Frontier Mountain 09007;L4;23,4;Found;2009;-72,95392;160,45612
Frontier Mountain 09008;L3;27;Found;2009;-72,95302;160,45972
Frontier Mountain 09009;H5;19,7;Found;2009;-72,95267;160,46532
Frontier Mountain 09010;H6;0,6;Found;2009;-72,95267;160,46532
Frontier Mountain 09011;H6;4,5;Found;2009;-72,95267;160,46532
Frontier Mountain 09012;H6;12,7;Found;2009;-72,95267;160,46532
Frontier Mountain 09013;L3;16;Found;2009;-72,95278;160,47237
Frontier Mountain 09014;H6;10,6;Found;2009;-72,95278;160,47237
Frontier Mountain 09015;H6;27,3;Found;2009;-72,95225;160,4715
Frontier Mountain 09016;H4;8,5;Found;2009;-72,95295;160,47652
Frontier Mountain 09017;L4;2,3;Found;2009;-72,95277;160,47958
Frontier Mountain 09018;H5;41,4;Found;2009;-72,95275;160,4837
Frontier Mountain 09019;L4;16,6;Found;2009;-72,95275;160,4837
Frontier Mountain 09020;H4;12,9;Found;2009;-72,95243;160,48522
Frontier Mountain 09021;L4;16,2;Found;2009;-72,9531;160,48677
Frontier Mountain 09022;H6;8,2;Found;2009;-72,95252;160,48928
Frontier Mountain 09023;H5;26;Found;2009;-72,95245;160,49077
Frontier Mountain 09024;H5;13,7;Found;2009;-72,95312;160,49633
Frontier Mountain 09025;H4;11,7;Found;2009;-72,95312;160,49633
Frontier Mountain 10002;H6;2,7;Found;2011;-72,9529;160,47965
Frontier Mountain 10003;L3;2,9;Found;2011;-72,95268;160,48213
Frontier Mountain 10015;H4;3,5;Found;2011;-72,95215;160,50155
Frontier Mountain 10018;H6;2,6;Found;2011;-72,95205;160,4872
Frontier Mountain 10019;H4;4,3;Found;2011;-72,9523;160,5038
Frontier Mountain 10024;H5;3,9;Found;2011;-72,95202;160,50618
Frontier Mountain 10027;H5;4;Found;2011;-72,95202;160,50618
Frontier Mountain 10028;H4;0,9;Found;2011;-72,95243;160,49085
Frontier Mountain 10035;H6;2,5;Found;2011;-72,9519;160,51957
Frontier Mountain 10041;H6;0,4;Found;2011;-72,95235;160,48365
Frontier Mountain 10044;H4;15,2;Found;2011;-72,96418;160,51073
Frontier Mountain 10057;H3;3;Found;2011;-72,95183;160,50678
Frontier Mountain 10062;L6;0,6;Found;2011;-72,9505;160,4636
Frontier Mountain 10063;Ureilite;13,1;Found;2011;-72,95077;160,4584
Frontier Mountain 10066;L6;1,9;Found;2011;-72,95163;160,45017
Frontier Mountain 10069;Ureilite;11,4;Found;2011;-72,9533;160,44603
Frontier Mountain 10074;H6;3,9;Found;2011;-72,95212;160,46458
Frontier Mountain 10075;H6;2,1;Found;2011;-72,95212;160,46458
Frontier Mountain 10076;H4;2,5;Found;2011;-72,96663;160,52762
Frontier Mountain 10077;H6;3,5;Found;2011;-72,96663;160,52762
Frontier Mountain 10080;L6;0,3;Found;2011;-72,9524;160,5033
Frontier Mountain 10083;LL3;5,9;Found;2011;-72,95128;160,51542
Frontier Mountain 10084;H5;1;Found;2011;-72,95058;160,51718
Frontier Mountain 10086;H6;4,7;Found;2011;-72,95195;160,50757
Frontier Mountain 10087;H6;2,4;Found;2011;-72,95195;160,50757
Frontier Mountain 10091;L5;4,8;Found;2011;-72,9524;160,46983
Frontier Mountain 10092;L4;2,1;Found;2011;-72,96313;160,49992
Frontier Mountain 10097;LL3;7,7;Found;2011;-72,95285;160,48508
Frontier Mountain 10098;LL3;2,1;Found;2011;-72,95283;160,48513
Frontier Mountain 10101;H5;1,2;Found;2011;-72,95145;160,51087
Frontier Mountain 10102;LL3;1,3;Found;2011;-72,95137;160,46503
Frontier Mountain 10103;H6;1,5;Found;2011;-72,95158;160,46172
Frontier Mountain 10104;H4;0,6;Found;2011;-72,95193;160,4563
Frontier Mountain 10105;L6;4,4;Found;2011;-72,9543;160,42857
Frontier Mountain 10107;H5;1,8;Found;2011;-72,95305;160,45358
Frontier Mountain 10109;H5;2,4;Found;2011;-72,95293;160,45298
Frontier Mountain 84001;L6;942;Found;1984;-72,95488;160,47328
Frontier Mountain 84002;L6;48,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84003;H6;19,4;Found;1984;-72,95488;160,47328
Frontier Mountain 84004;H6;8,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84005;H3;19,4;Found;1984;-72,95488;160,47328
Frontier Mountain 84006;H5;7,1;Found;1984;-72,95488;160,47328
Frontier Mountain 84007;H6;23,5;Found;1984;-72,95488;160,47328
Frontier Mountain 84008;H5;3,3;Found;1984;-72,95488;160,47328
Frontier Mountain 84009;H4;9,6;Found;1984;-72,95488;160,47328
Frontier Mountain 84010;H3;6,8;Found;1984;-72,95488;160,47328
Frontier Mountain 84011;H4;1,9;Found;1984;-72,95488;160,47328
Frontier Mountain 84012;H5;1,6;Found;1984;-72,95488;160,47328
Frontier Mountain 84013;H4;6,8;Found;1984;-72,95488;160,47328
Frontier Mountain 84014;L5;5;Found;1984;-72,95488;160,47328
Frontier Mountain 84015;H4;1,4;Found;1984;-72,95488;160,47328
Frontier Mountain 84016;H4;4,9;Found;1984;-72,95488;160,47328
Frontier Mountain 84017;H4;2;Found;1984;-72,95488;160,47328
Frontier Mountain 84018;H4;1,1;Found;1984;-72,95488;160,47328
Frontier Mountain 84019;H5;1,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84020;H5;1,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84021;H4;16,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84022;H3;5,8;Found;1984;-72,95488;160,47328
Frontier Mountain 84023;H3;4,9;Found;1984;-72,95488;160,47328
Frontier Mountain 84024;H5;2,5;Found;1984;-72,95488;160,47328
Frontier Mountain 84025;H4;11,1;Found;1984;-72,95488;160,47328
Frontier Mountain 84026;H4;9;Found;1984;-72,95488;160,47328
Frontier Mountain 84027;H3;6,7;Found;1984;-72,95488;160,47328
Frontier Mountain 84028;H4;3,8;Found;1984;-72,95488;160,47328
Frontier Mountain 84029;H5;2,4;Found;1984;-72,95488;160,47328
Frontier Mountain 84030;H3;0,7;Found;1984;-72,95488;160,47328
Frontier Mountain 84031;H3;1,7;Found;1984;-72,95488;160,47328
Frontier Mountain 84032;H3;1,5;Found;1984;-72,95488;160,47328
Frontier Mountain 84033;H5;1,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84034;H5;1,6;Found;1984;-72,95488;160,47328
Frontier Mountain 84035;H6;9,8;Found;1984;-72,95488;160,47328
Frontier Mountain 84036;H3;13,2;Found;1984;-72,95488;160,47328
Frontier Mountain 84037;H4;10,5;Found;1984;-72,95488;160,47328
Frontier Mountain 90001;H6;76,1;Found;1991;-72,95725;160,47038
Frontier Mountain 90002;H5/6;22,1;Found;1991;-72,95502;160,48016
Frontier Mountain 90003;H3.6;26,1;Found;1991;-72,95502;160,43827
Frontier Mountain 90004;L6;1,4;Found;1991;-72,95498;160,49178
Frontier Mountain 90005;H4;18,2;Found;1991;-72,95551;160,44071
Frontier Mountain 90006;L/LL3;18,3;Found;1990;-72,97296;160,48444
Frontier Mountain 90007;H5/6;5,9;Found;1990;-72,95341;160,52175
Frontier Mountain 90008;L7;1,6;Found;1990;-72,95488;160,47328
Frontier Mountain 90009;L7;4,9;Found;1990;-72,95381;160,50646
Frontier Mountain 90010;H5;5,5;Found;1990;-72,95404;160,52236
Frontier Mountain 90011;Lodranite;1,8;Found;1990;-72,95488;160,47328
Frontier Mountain 90012;H5;6,9;Found;1991;-72,95488;160,47328
Frontier Mountain 90014;H6;7,2;Found;1991;-72,95489;160,44163
Frontier Mountain 90015;H4-5;11,7;Found;1991;-72,95533;160,43857
Frontier Mountain 90016;H6;3,6;Found;1990;-72,954;160,50405
Frontier Mountain 90017;H6;2,3;Found;1990;-72,95381;160,50646
Frontier Mountain 90018;H4;1,4;Found;1991;-72,95488;160,47328
Frontier Mountain 90019;L/LL(?)3;2;Found;1990;-72,95488;160,47328
Frontier Mountain 90020;L7;0,8;Found;1990;-72,95556;160,44775
Frontier Mountain 90021;H5;1,3;Found;1990;-72,95488;160,47328
Frontier Mountain 90022;H4;10,8;Found;1990;-72,95488;160,47328
Frontier Mountain 90023;H4;2,7;Found;1990;-72,95488;160,47328
Frontier Mountain 90024;H5;16,5;Found;1990;-72,95488;160,47328
Frontier Mountain 90025;H6;11,8;Found;1990;-72,95404;160,50371
Frontier Mountain 90026;H5;5,5;Found;1990;-72,95413;160,50524
